Date_Key,Year,Quarter,Month_Num,Month_Name,Year_Month,Day_Name,Is_Weekend,Is_Complete_Month,Date
20230102,2023,Q1,1,Jan,2023-01,Monday,0,1,2023-01-02
20230103,2023,Q1,1,Jan,2023-01,Tuesday,0,1,2023-01-03
20230104,2023,Q1,1,Jan,2023-01,Wednesday,0,1,2023-01-04
20230105,2023,Q1,1,Jan,2023-01,Thursday,0,1,2023-01-05
20230106,2023,Q1,1,Jan,2023-01,Friday,0,1,2023-01-06
20230107,2023,Q1,1,Jan,2023-01,Saturday,1,1,2023-01-07
20230108,2023,Q1,1,Jan,2023-01,Sunday,1,1,2023-01-08
20230109,2023,Q1,1,Jan,2023-01,Monday,0,1,2023-01-09
20230110,2023,Q1,1,Jan,2023-01,Tuesday,0,1,2023-01-10
20230111,2023,Q1,1,Jan,2023-01,Wednesday,0,1,2023-01-11
20230112,2023,Q1,1,Jan,2023-01,Thursday,0,1,2023-01-12
20230113,2023,Q1,1,Jan,2023-01,Friday,0,1,2023-01-13
20230114,2023,Q1,1,Jan,2023-01,Saturday,1,1,2023-01-14
20230115,2023,Q1,1,Jan,2023-01,Sunday,1,1,2023-01-15
20230116,2023,Q1,1,Jan,2023-01,Monday,0,1,2023-01-16
20230117,2023,Q1,1,Jan,2023-01,Tuesday,0,1,2023-01-17
20230118,2023,Q1,1,Jan,2023-01,Wednesday,0,1,2023-01-18
20230119,2023,Q1,1,Jan,2023-01,Thursday,0,1,2023-01-19
20230120,2023,Q1,1,Jan,2023-01,Friday,0,1,2023-01-20
20230121,2023,Q1,1,Jan,2023-01,Saturday,1,1,2023-01-21
20230122,2023,Q1,1,Jan,2023-01,Sunday,1,1,2023-01-22
20230123,2023,Q1,1,Jan,2023-01,Monday,0,1,2023-01-23
20230124,2023,Q1,1,Jan,2023-01,Tuesday,0,1,2023-01-24
20230125,2023,Q1,1,Jan,2023-01,Wednesday,0,1,2023-01-25
20230126,2023,Q1,1,Jan,2023-01,Thursday,0,1,2023-01-26
20230127,2023,Q1,1,Jan,2023-01,Friday,0,1,2023-01-27
20230128,2023,Q1,1,Jan,2023-01,Saturday,1,1,2023-01-28
20230129,2023,Q1,1,Jan,2023-01,Sunday,1,1,2023-01-29
20230130,2023,Q1,1,Jan,2023-01,Monday,0,1,2023-01-30
20230131,2023,Q1,1,Jan,2023-01,Tuesday,0,1,2023-01-31
20230201,2023,Q1,2,Feb,2023-02,Wednesday,0,1,2023-02-01
20230202,2023,Q1,2,Feb,2023-02,Thursday,0,1,2023-02-02
20230203,2023,Q1,2,Feb,2023-02,Friday,0,1,2023-02-03
20230204,2023,Q1,2,Feb,2023-02,Saturday,1,1,2023-02-04
20230205,2023,Q1,2,Feb,2023-02,Sunday,1,1,2023-02-05
20230206,2023,Q1,2,Feb,2023-02,Monday,0,1,2023-02-06
20230207,2023,Q1,2,Feb,2023-02,Tuesday,0,1,2023-02-07
20230208,2023,Q1,2,Feb,2023-02,Wednesday,0,1,2023-02-08
20230209,2023,Q1,2,Feb,2023-02,Thursday,0,1,2023-02-09
20230210,2023,Q1,2,Feb,2023-02,Friday,0,1,2023-02-10
20230211,2023,Q1,2,Feb,2023-02,Saturday,1,1,2023-02-11
20230212,2023,Q1,2,Feb,2023-02,Sunday,1,1,2023-02-12
20230213,2023,Q1,2,Feb,2023-02,Monday,0,1,2023-02-13
20230214,2023,Q1,2,Feb,2023-02,Tuesday,0,1,2023-02-14
20230215,2023,Q1,2,Feb,2023-02,Wednesday,0,1,2023-02-15
20230216,2023,Q1,2,Feb,2023-02,Thursday,0,1,2023-02-16
20230217,2023,Q1,2,Feb,2023-02,Friday,0,1,2023-02-17
20230218,2023,Q1,2,Feb,2023-02,Saturday,1,1,2023-02-18
20230219,2023,Q1,2,Feb,2023-02,Sunday,1,1,2023-02-19
20230220,2023,Q1,2,Feb,2023-02,Monday,0,1,2023-02-20
20230221,2023,Q1,2,Feb,2023-02,Tuesday,0,1,2023-02-21
20230222,2023,Q1,2,Feb,2023-02,Wednesday,0,1,2023-02-22
20230223,2023,Q1,2,Feb,2023-02,Thursday,0,1,2023-02-23
20230224,2023,Q1,2,Feb,2023-02,Friday,0,1,2023-02-24
20230225,2023,Q1,2,Feb,2023-02,Saturday,1,1,2023-02-25
20230226,2023,Q1,2,Feb,2023-02,Sunday,1,1,2023-02-26
20230227,2023,Q1,2,Feb,2023-02,Monday,0,1,2023-02-27
20230228,2023,Q1,2,Feb,2023-02,Tuesday,0,1,2023-02-28
20230301,2023,Q1,3,Mar,2023-03,Wednesday,0,1,2023-03-01
20230302,2023,Q1,3,Mar,2023-03,Thursday,0,1,2023-03-02
20230303,2023,Q1,3,Mar,2023-03,Friday,0,1,2023-03-03
20230304,2023,Q1,3,Mar,2023-03,Saturday,1,1,2023-03-04
20230305,2023,Q1,3,Mar,2023-03,Sunday,1,1,2023-03-05
20230306,2023,Q1,3,Mar,2023-03,Monday,0,1,2023-03-06
20230307,2023,Q1,3,Mar,2023-03,Tuesday,0,1,2023-03-07
20230308,2023,Q1,3,Mar,2023-03,Wednesday,0,1,2023-03-08
20230309,2023,Q1,3,Mar,2023-03,Thursday,0,1,2023-03-09
20230310,2023,Q1,3,Mar,2023-03,Friday,0,1,2023-03-10
20230311,2023,Q1,3,Mar,2023-03,Saturday,1,1,2023-03-11
20230312,2023,Q1,3,Mar,2023-03,Sunday,1,1,2023-03-12
20230313,2023,Q1,3,Mar,2023-03,Monday,0,1,2023-03-13
20230314,2023,Q1,3,Mar,2023-03,Tuesday,0,1,2023-03-14
20230315,2023,Q1,3,Mar,2023-03,Wednesday,0,1,2023-03-15
20230316,2023,Q1,3,Mar,2023-03,Thursday,0,1,2023-03-16
20230317,2023,Q1,3,Mar,2023-03,Friday,0,1,2023-03-17
20230318,2023,Q1,3,Mar,2023-03,Saturday,1,1,2023-03-18
20230319,2023,Q1,3,Mar,2023-03,Sunday,1,1,2023-03-19
20230320,2023,Q1,3,Mar,2023-03,Monday,0,1,2023-03-20
20230321,2023,Q1,3,Mar,2023-03,Tuesday,0,1,2023-03-21
20230322,2023,Q1,3,Mar,2023-03,Wednesday,0,1,2023-03-22
20230323,2023,Q1,3,Mar,2023-03,Thursday,0,1,2023-03-23
20230324,2023,Q1,3,Mar,2023-03,Friday,0,1,2023-03-24
20230325,2023,Q1,3,Mar,2023-03,Saturday,1,1,2023-03-25
20230326,2023,Q1,3,Mar,2023-03,Sunday,1,1,2023-03-26
20230327,2023,Q1,3,Mar,2023-03,Monday,0,1,2023-03-27
20230328,2023,Q1,3,Mar,2023-03,Tuesday,0,1,2023-03-28
20230329,2023,Q1,3,Mar,2023-03,Wednesday,0,1,2023-03-29
20230330,2023,Q1,3,Mar,2023-03,Thursday,0,1,2023-03-30
20230331,2023,Q1,3,Mar,2023-03,Friday,0,1,2023-03-31
20230401,2023,Q2,4,Apr,2023-04,Saturday,1,1,2023-04-01
20230402,2023,Q2,4,Apr,2023-04,Sunday,1,1,2023-04-02
20230403,2023,Q2,4,Apr,2023-04,Monday,0,1,2023-04-03
20230404,2023,Q2,4,Apr,2023-04,Tuesday,0,1,2023-04-04
20230405,2023,Q2,4,Apr,2023-04,Wednesday,0,1,2023-04-05
20230406,2023,Q2,4,Apr,2023-04,Thursday,0,1,2023-04-06
20230407,2023,Q2,4,Apr,2023-04,Friday,0,1,2023-04-07
20230408,2023,Q2,4,Apr,2023-04,Saturday,1,1,2023-04-08
20230409,2023,Q2,4,Apr,2023-04,Sunday,1,1,2023-04-09
20230410,2023,Q2,4,Apr,2023-04,Monday,0,1,2023-04-10
20230411,2023,Q2,4,Apr,2023-04,Tuesday,0,1,2023-04-11
20230412,2023,Q2,4,Apr,2023-04,Wednesday,0,1,2023-04-12
20230413,2023,Q2,4,Apr,2023-04,Thursday,0,1,2023-04-13
20230414,2023,Q2,4,Apr,2023-04,Friday,0,1,2023-04-14
20230415,2023,Q2,4,Apr,2023-04,Saturday,1,1,2023-04-15
20230416,2023,Q2,4,Apr,2023-04,Sunday,1,1,2023-04-16
20230417,2023,Q2,4,Apr,2023-04,Monday,0,1,2023-04-17
20230418,2023,Q2,4,Apr,2023-04,Tuesday,0,1,2023-04-18
20230419,2023,Q2,4,Apr,2023-04,Wednesday,0,1,2023-04-19
20230420,2023,Q2,4,Apr,2023-04,Thursday,0,1,2023-04-20
20230421,2023,Q2,4,Apr,2023-04,Friday,0,1,2023-04-21
20230422,2023,Q2,4,Apr,2023-04,Saturday,1,1,2023-04-22
20230423,2023,Q2,4,Apr,2023-04,Sunday,1,1,2023-04-23
20230424,2023,Q2,4,Apr,2023-04,Monday,0,1,2023-04-24
20230425,2023,Q2,4,Apr,2023-04,Tuesday,0,1,2023-04-25
20230426,2023,Q2,4,Apr,2023-04,Wednesday,0,1,2023-04-26
20230427,2023,Q2,4,Apr,2023-04,Thursday,0,1,2023-04-27
20230428,2023,Q2,4,Apr,2023-04,Friday,0,1,2023-04-28
20230429,2023,Q2,4,Apr,2023-04,Saturday,1,1,2023-04-29
20230430,2023,Q2,4,Apr,2023-04,Sunday,1,1,2023-04-30
20230501,2023,Q2,5,May,2023-05,Monday,0,1,2023-05-01
20230502,2023,Q2,5,May,2023-05,Tuesday,0,1,2023-05-02
20230503,2023,Q2,5,May,2023-05,Wednesday,0,1,2023-05-03
20230504,2023,Q2,5,May,2023-05,Thursday,0,1,2023-05-04
20230505,2023,Q2,5,May,2023-05,Friday,0,1,2023-05-05
20230506,2023,Q2,5,May,2023-05,Saturday,1,1,2023-05-06
20230507,2023,Q2,5,May,2023-05,Sunday,1,1,2023-05-07
20230508,2023,Q2,5,May,2023-05,Monday,0,1,2023-05-08
20230509,2023,Q2,5,May,2023-05,Tuesday,0,1,2023-05-09
20230510,2023,Q2,5,May,2023-05,Wednesday,0,1,2023-05-10
20230511,2023,Q2,5,May,2023-05,Thursday,0,1,2023-05-11
20230512,2023,Q2,5,May,2023-05,Friday,0,1,2023-05-12
20230513,2023,Q2,5,May,2023-05,Saturday,1,1,2023-05-13
20230514,2023,Q2,5,May,2023-05,Sunday,1,1,2023-05-14
20230515,2023,Q2,5,May,2023-05,Monday,0,1,2023-05-15
20230516,2023,Q2,5,May,2023-05,Tuesday,0,1,2023-05-16
20230517,2023,Q2,5,May,2023-05,Wednesday,0,1,2023-05-17
20230518,2023,Q2,5,May,2023-05,Thursday,0,1,2023-05-18
20230519,2023,Q2,5,May,2023-05,Friday,0,1,2023-05-19
20230520,2023,Q2,5,May,2023-05,Saturday,1,1,2023-05-20
20230521,2023,Q2,5,May,2023-05,Sunday,1,1,2023-05-21
20230522,2023,Q2,5,May,2023-05,Monday,0,1,2023-05-22
20230523,2023,Q2,5,May,2023-05,Tuesday,0,1,2023-05-23
20230524,2023,Q2,5,May,2023-05,Wednesday,0,1,2023-05-24
20230525,2023,Q2,5,May,2023-05,Thursday,0,1,2023-05-25
20230526,2023,Q2,5,May,2023-05,Friday,0,1,2023-05-26
20230527,2023,Q2,5,May,2023-05,Saturday,1,1,2023-05-27
20230528,2023,Q2,5,May,2023-05,Sunday,1,1,2023-05-28
20230529,2023,Q2,5,May,2023-05,Monday,0,1,2023-05-29
20230530,2023,Q2,5,May,2023-05,Tuesday,0,1,2023-05-30
20230531,2023,Q2,5,May,2023-05,Wednesday,0,1,2023-05-31
20230601,2023,Q2,6,Jun,2023-06,Thursday,0,1,2023-06-01
20230602,2023,Q2,6,Jun,2023-06,Friday,0,1,2023-06-02
20230603,2023,Q2,6,Jun,2023-06,Saturday,1,1,2023-06-03
20230604,2023,Q2,6,Jun,2023-06,Sunday,1,1,2023-06-04
20230605,2023,Q2,6,Jun,2023-06,Monday,0,1,2023-06-05
20230606,2023,Q2,6,Jun,2023-06,Tuesday,0,1,2023-06-06
20230607,2023,Q2,6,Jun,2023-06,Wednesday,0,1,2023-06-07
20230608,2023,Q2,6,Jun,2023-06,Thursday,0,1,2023-06-08
20230609,2023,Q2,6,Jun,2023-06,Friday,0,1,2023-06-09
20230610,2023,Q2,6,Jun,2023-06,Saturday,1,1,2023-06-10
20230611,2023,Q2,6,Jun,2023-06,Sunday,1,1,2023-06-11
20230612,2023,Q2,6,Jun,2023-06,Monday,0,1,2023-06-12
20230613,2023,Q2,6,Jun,2023-06,Tuesday,0,1,2023-06-13
20230614,2023,Q2,6,Jun,2023-06,Wednesday,0,1,2023-06-14
20230615,2023,Q2,6,Jun,2023-06,Thursday,0,1,2023-06-15
20230616,2023,Q2,6,Jun,2023-06,Friday,0,1,2023-06-16
20230617,2023,Q2,6,Jun,2023-06,Saturday,1,1,2023-06-17
20230618,2023,Q2,6,Jun,2023-06,Sunday,1,1,2023-06-18
20230619,2023,Q2,6,Jun,2023-06,Monday,0,1,2023-06-19
20230620,2023,Q2,6,Jun,2023-06,Tuesday,0,1,2023-06-20
20230621,2023,Q2,6,Jun,2023-06,Wednesday,0,1,2023-06-21
20230622,2023,Q2,6,Jun,2023-06,Thursday,0,1,2023-06-22
20230623,2023,Q2,6,Jun,2023-06,Friday,0,1,2023-06-23
20230624,2023,Q2,6,Jun,2023-06,Saturday,1,1,2023-06-24
20230625,2023,Q2,6,Jun,2023-06,Sunday,1,1,2023-06-25
20230626,2023,Q2,6,Jun,2023-06,Monday,0,1,2023-06-26
20230627,2023,Q2,6,Jun,2023-06,Tuesday,0,1,2023-06-27
20230628,2023,Q2,6,Jun,2023-06,Wednesday,0,1,2023-06-28
20230629,2023,Q2,6,Jun,2023-06,Thursday,0,1,2023-06-29
20230630,2023,Q2,6,Jun,2023-06,Friday,0,1,2023-06-30
20230701,2023,Q3,7,Jul,2023-07,Saturday,1,1,2023-07-01
20230702,2023,Q3,7,Jul,2023-07,Sunday,1,1,2023-07-02
20230703,2023,Q3,7,Jul,2023-07,Monday,0,1,2023-07-03
20230704,2023,Q3,7,Jul,2023-07,Tuesday,0,1,2023-07-04
20230705,2023,Q3,7,Jul,2023-07,Wednesday,0,1,2023-07-05
20230706,2023,Q3,7,Jul,2023-07,Thursday,0,1,2023-07-06
20230707,2023,Q3,7,Jul,2023-07,Friday,0,1,2023-07-07
20230708,2023,Q3,7,Jul,2023-07,Saturday,1,1,2023-07-08
20230709,2023,Q3,7,Jul,2023-07,Sunday,1,1,2023-07-09
20230710,2023,Q3,7,Jul,2023-07,Monday,0,1,2023-07-10
20230711,2023,Q3,7,Jul,2023-07,Tuesday,0,1,2023-07-11
20230712,2023,Q3,7,Jul,2023-07,Wednesday,0,1,2023-07-12
20230713,2023,Q3,7,Jul,2023-07,Thursday,0,1,2023-07-13
20230714,2023,Q3,7,Jul,2023-07,Friday,0,1,2023-07-14
20230715,2023,Q3,7,Jul,2023-07,Saturday,1,1,2023-07-15
20230716,2023,Q3,7,Jul,2023-07,Sunday,1,1,2023-07-16
20230717,2023,Q3,7,Jul,2023-07,Monday,0,1,2023-07-17
20230718,2023,Q3,7,Jul,2023-07,Tuesday,0,1,2023-07-18
20230719,2023,Q3,7,Jul,2023-07,Wednesday,0,1,2023-07-19
20230720,2023,Q3,7,Jul,2023-07,Thursday,0,1,2023-07-20
20230721,2023,Q3,7,Jul,2023-07,Friday,0,1,2023-07-21
20230722,2023,Q3,7,Jul,2023-07,Saturday,1,1,2023-07-22
20230723,2023,Q3,7,Jul,2023-07,Sunday,1,1,2023-07-23
20230724,2023,Q3,7,Jul,2023-07,Monday,0,1,2023-07-24
20230725,2023,Q3,7,Jul,2023-07,Tuesday,0,1,2023-07-25
20230726,2023,Q3,7,Jul,2023-07,Wednesday,0,1,2023-07-26
20230727,2023,Q3,7,Jul,2023-07,Thursday,0,1,2023-07-27
20230728,2023,Q3,7,Jul,2023-07,Friday,0,1,2023-07-28
20230729,2023,Q3,7,Jul,2023-07,Saturday,1,1,2023-07-29
20230730,2023,Q3,7,Jul,2023-07,Sunday,1,1,2023-07-30
20230731,2023,Q3,7,Jul,2023-07,Monday,0,1,2023-07-31
20230801,2023,Q3,8,Aug,2023-08,Tuesday,0,1,2023-08-01
20230802,2023,Q3,8,Aug,2023-08,Wednesday,0,1,2023-08-02
20230803,2023,Q3,8,Aug,2023-08,Thursday,0,1,2023-08-03
20230804,2023,Q3,8,Aug,2023-08,Friday,0,1,2023-08-04
20230805,2023,Q3,8,Aug,2023-08,Saturday,1,1,2023-08-05
20230806,2023,Q3,8,Aug,2023-08,Sunday,1,1,2023-08-06
20230807,2023,Q3,8,Aug,2023-08,Monday,0,1,2023-08-07
20230808,2023,Q3,8,Aug,2023-08,Tuesday,0,1,2023-08-08
20230809,2023,Q3,8,Aug,2023-08,Wednesday,0,1,2023-08-09
20230810,2023,Q3,8,Aug,2023-08,Thursday,0,1,2023-08-10
20230811,2023,Q3,8,Aug,2023-08,Friday,0,1,2023-08-11
20230812,2023,Q3,8,Aug,2023-08,Saturday,1,1,2023-08-12
20230813,2023,Q3,8,Aug,2023-08,Sunday,1,1,2023-08-13
20230814,2023,Q3,8,Aug,2023-08,Monday,0,1,2023-08-14
20230815,2023,Q3,8,Aug,2023-08,Tuesday,0,1,2023-08-15
20230816,2023,Q3,8,Aug,2023-08,Wednesday,0,1,2023-08-16
20230817,2023,Q3,8,Aug,2023-08,Thursday,0,1,2023-08-17
20230818,2023,Q3,8,Aug,2023-08,Friday,0,1,2023-08-18
20230819,2023,Q3,8,Aug,2023-08,Saturday,1,1,2023-08-19
20230820,2023,Q3,8,Aug,2023-08,Sunday,1,1,2023-08-20
20230821,2023,Q3,8,Aug,2023-08,Monday,0,1,2023-08-21
20230822,2023,Q3,8,Aug,2023-08,Tuesday,0,1,2023-08-22
20230823,2023,Q3,8,Aug,2023-08,Wednesday,0,1,2023-08-23
20230824,2023,Q3,8,Aug,2023-08,Thursday,0,1,2023-08-24
20230825,2023,Q3,8,Aug,2023-08,Friday,0,1,2023-08-25
20230826,2023,Q3,8,Aug,2023-08,Saturday,1,1,2023-08-26
20230827,2023,Q3,8,Aug,2023-08,Sunday,1,1,2023-08-27
20230828,2023,Q3,8,Aug,2023-08,Monday,0,1,2023-08-28
20230829,2023,Q3,8,Aug,2023-08,Tuesday,0,1,2023-08-29
20230830,2023,Q3,8,Aug,2023-08,Wednesday,0,1,2023-08-30
20230831,2023,Q3,8,Aug,2023-08,Thursday,0,1,2023-08-31
20230901,2023,Q3,9,Sep,2023-09,Friday,0,1,2023-09-01
20230902,2023,Q3,9,Sep,2023-09,Saturday,1,1,2023-09-02
20230903,2023,Q3,9,Sep,2023-09,Sunday,1,1,2023-09-03
20230904,2023,Q3,9,Sep,2023-09,Monday,0,1,2023-09-04
20230905,2023,Q3,9,Sep,2023-09,Tuesday,0,1,2023-09-05
20230906,2023,Q3,9,Sep,2023-09,Wednesday,0,1,2023-09-06
20230907,2023,Q3,9,Sep,2023-09,Thursday,0,1,2023-09-07
20230908,2023,Q3,9,Sep,2023-09,Friday,0,1,2023-09-08
20230909,2023,Q3,9,Sep,2023-09,Saturday,1,1,2023-09-09
20230910,2023,Q3,9,Sep,2023-09,Sunday,1,1,2023-09-10
20230911,2023,Q3,9,Sep,2023-09,Monday,0,1,2023-09-11
20230912,2023,Q3,9,Sep,2023-09,Tuesday,0,1,2023-09-12
20230913,2023,Q3,9,Sep,2023-09,Wednesday,0,1,2023-09-13
20230914,2023,Q3,9,Sep,2023-09,Thursday,0,1,2023-09-14
20230915,2023,Q3,9,Sep,2023-09,Friday,0,1,2023-09-15
20230916,2023,Q3,9,Sep,2023-09,Saturday,1,1,2023-09-16
20230917,2023,Q3,9,Sep,2023-09,Sunday,1,1,2023-09-17
20230918,2023,Q3,9,Sep,2023-09,Monday,0,1,2023-09-18
20230919,2023,Q3,9,Sep,2023-09,Tuesday,0,1,2023-09-19
20230920,2023,Q3,9,Sep,2023-09,Wednesday,0,1,2023-09-20
20230921,2023,Q3,9,Sep,2023-09,Thursday,0,1,2023-09-21
20230922,2023,Q3,9,Sep,2023-09,Friday,0,1,2023-09-22
20230923,2023,Q3,9,Sep,2023-09,Saturday,1,1,2023-09-23
20230924,2023,Q3,9,Sep,2023-09,Sunday,1,1,2023-09-24
20230925,2023,Q3,9,Sep,2023-09,Monday,0,1,2023-09-25
20230926,2023,Q3,9,Sep,2023-09,Tuesday,0,1,2023-09-26
20230927,2023,Q3,9,Sep,2023-09,Wednesday,0,1,2023-09-27
20230928,2023,Q3,9,Sep,2023-09,Thursday,0,1,2023-09-28
20230929,2023,Q3,9,Sep,2023-09,Friday,0,1,2023-09-29
20230930,2023,Q3,9,Sep,2023-09,Saturday,1,1,2023-09-30
20231001,2023,Q4,10,Oct,2023-10,Sunday,1,1,2023-10-01
20231002,2023,Q4,10,Oct,2023-10,Monday,0,1,2023-10-02
20231003,2023,Q4,10,Oct,2023-10,Tuesday,0,1,2023-10-03
20231004,2023,Q4,10,Oct,2023-10,Wednesday,0,1,2023-10-04
20231005,2023,Q4,10,Oct,2023-10,Thursday,0,1,2023-10-05
20231006,2023,Q4,10,Oct,2023-10,Friday,0,1,2023-10-06
20231007,2023,Q4,10,Oct,2023-10,Saturday,1,1,2023-10-07
20231008,2023,Q4,10,Oct,2023-10,Sunday,1,1,2023-10-08
20231009,2023,Q4,10,Oct,2023-10,Monday,0,1,2023-10-09
20231010,2023,Q4,10,Oct,2023-10,Tuesday,0,1,2023-10-10
20231011,2023,Q4,10,Oct,2023-10,Wednesday,0,1,2023-10-11
20231012,2023,Q4,10,Oct,2023-10,Thursday,0,1,2023-10-12
20231013,2023,Q4,10,Oct,2023-10,Friday,0,1,2023-10-13
20231014,2023,Q4,10,Oct,2023-10,Saturday,1,1,2023-10-14
20231015,2023,Q4,10,Oct,2023-10,Sunday,1,1,2023-10-15
20231016,2023,Q4,10,Oct,2023-10,Monday,0,1,2023-10-16
20231017,2023,Q4,10,Oct,2023-10,Tuesday,0,1,2023-10-17
20231018,2023,Q4,10,Oct,2023-10,Wednesday,0,1,2023-10-18
20231019,2023,Q4,10,Oct,2023-10,Thursday,0,1,2023-10-19
20231020,2023,Q4,10,Oct,2023-10,Friday,0,1,2023-10-20
20231021,2023,Q4,10,Oct,2023-10,Saturday,1,1,2023-10-21
20231022,2023,Q4,10,Oct,2023-10,Sunday,1,1,2023-10-22
20231023,2023,Q4,10,Oct,2023-10,Monday,0,1,2023-10-23
20231024,2023,Q4,10,Oct,2023-10,Tuesday,0,1,2023-10-24
20231025,2023,Q4,10,Oct,2023-10,Wednesday,0,1,2023-10-25
20231026,2023,Q4,10,Oct,2023-10,Thursday,0,1,2023-10-26
20231027,2023,Q4,10,Oct,2023-10,Friday,0,1,2023-10-27
20231028,2023,Q4,10,Oct,2023-10,Saturday,1,1,2023-10-28
20231029,2023,Q4,10,Oct,2023-10,Sunday,1,1,2023-10-29
20231030,2023,Q4,10,Oct,2023-10,Monday,0,1,2023-10-30
20231031,2023,Q4,10,Oct,2023-10,Tuesday,0,1,2023-10-31
20231101,2023,Q4,11,Nov,2023-11,Wednesday,0,1,2023-11-01
20231102,2023,Q4,11,Nov,2023-11,Thursday,0,1,2023-11-02
20231103,2023,Q4,11,Nov,2023-11,Friday,0,1,2023-11-03
20231104,2023,Q4,11,Nov,2023-11,Saturday,1,1,2023-11-04
20231105,2023,Q4,11,Nov,2023-11,Sunday,1,1,2023-11-05
20231106,2023,Q4,11,Nov,2023-11,Monday,0,1,2023-11-06
20231107,2023,Q4,11,Nov,2023-11,Tuesday,0,1,2023-11-07
20231108,2023,Q4,11,Nov,2023-11,Wednesday,0,1,2023-11-08
20231109,2023,Q4,11,Nov,2023-11,Thursday,0,1,2023-11-09
20231110,2023,Q4,11,Nov,2023-11,Friday,0,1,2023-11-10
20231111,2023,Q4,11,Nov,2023-11,Saturday,1,1,2023-11-11
20231112,2023,Q4,11,Nov,2023-11,Sunday,1,1,2023-11-12
20231113,2023,Q4,11,Nov,2023-11,Monday,0,1,2023-11-13
20231114,2023,Q4,11,Nov,2023-11,Tuesday,0,1,2023-11-14
20231115,2023,Q4,11,Nov,2023-11,Wednesday,0,1,2023-11-15
20231116,2023,Q4,11,Nov,2023-11,Thursday,0,1,2023-11-16
20231117,2023,Q4,11,Nov,2023-11,Friday,0,1,2023-11-17
20231118,2023,Q4,11,Nov,2023-11,Saturday,1,1,2023-11-18
20231119,2023,Q4,11,Nov,2023-11,Sunday,1,1,2023-11-19
20231120,2023,Q4,11,Nov,2023-11,Monday,0,1,2023-11-20
20231121,2023,Q4,11,Nov,2023-11,Tuesday,0,1,2023-11-21
20231122,2023,Q4,11,Nov,2023-11,Wednesday,0,1,2023-11-22
20231123,2023,Q4,11,Nov,2023-11,Thursday,0,1,2023-11-23
20231124,2023,Q4,11,Nov,2023-11,Friday,0,1,2023-11-24
20231125,2023,Q4,11,Nov,2023-11,Saturday,1,1,2023-11-25
20231126,2023,Q4,11,Nov,2023-11,Sunday,1,1,2023-11-26
20231127,2023,Q4,11,Nov,2023-11,Monday,0,1,2023-11-27
20231128,2023,Q4,11,Nov,2023-11,Tuesday,0,1,2023-11-28
20231129,2023,Q4,11,Nov,2023-11,Wednesday,0,1,2023-11-29
20231130,2023,Q4,11,Nov,2023-11,Thursday,0,1,2023-11-30
20231201,2023,Q4,12,Dec,2023-12,Friday,0,1,2023-12-01
20231202,2023,Q4,12,Dec,2023-12,Saturday,1,1,2023-12-02
20231203,2023,Q4,12,Dec,2023-12,Sunday,1,1,2023-12-03
20231204,2023,Q4,12,Dec,2023-12,Monday,0,1,2023-12-04
20231205,2023,Q4,12,Dec,2023-12,Tuesday,0,1,2023-12-05
20231206,2023,Q4,12,Dec,2023-12,Wednesday,0,1,2023-12-06
20231207,2023,Q4,12,Dec,2023-12,Thursday,0,1,2023-12-07
20231208,2023,Q4,12,Dec,2023-12,Friday,0,1,2023-12-08
20231209,2023,Q4,12,Dec,2023-12,Saturday,1,1,2023-12-09
20231210,2023,Q4,12,Dec,2023-12,Sunday,1,1,2023-12-10
20231211,2023,Q4,12,Dec,2023-12,Monday,0,1,2023-12-11
20231212,2023,Q4,12,Dec,2023-12,Tuesday,0,1,2023-12-12
20231213,2023,Q4,12,Dec,2023-12,Wednesday,0,1,2023-12-13
20231214,2023,Q4,12,Dec,2023-12,Thursday,0,1,2023-12-14
20231215,2023,Q4,12,Dec,2023-12,Friday,0,1,2023-12-15
20231216,2023,Q4,12,Dec,2023-12,Saturday,1,1,2023-12-16
20231217,2023,Q4,12,Dec,2023-12,Sunday,1,1,2023-12-17
20231218,2023,Q4,12,Dec,2023-12,Monday,0,1,2023-12-18
20231219,2023,Q4,12,Dec,2023-12,Tuesday,0,1,2023-12-19
20231220,2023,Q4,12,Dec,2023-12,Wednesday,0,1,2023-12-20
20231221,2023,Q4,12,Dec,2023-12,Thursday,0,1,2023-12-21
20231222,2023,Q4,12,Dec,2023-12,Friday,0,1,2023-12-22
20231223,2023,Q4,12,Dec,2023-12,Saturday,1,1,2023-12-23
20231224,2023,Q4,12,Dec,2023-12,Sunday,1,1,2023-12-24
20231225,2023,Q4,12,Dec,2023-12,Monday,0,1,2023-12-25
20231226,2023,Q4,12,Dec,2023-12,Tuesday,0,1,2023-12-26
20231227,2023,Q4,12,Dec,2023-12,Wednesday,0,1,2023-12-27
20231228,2023,Q4,12,Dec,2023-12,Thursday,0,1,2023-12-28
20231229,2023,Q4,12,Dec,2023-12,Friday,0,1,2023-12-29
20231230,2023,Q4,12,Dec,2023-12,Saturday,1,1,2023-12-30
20231231,2023,Q4,12,Dec,2023-12,Sunday,1,1,2023-12-31
20240101,2024,Q1,1,Jan,2024-01,Monday,0,0,2024-01-01
