Date,SKU_Key,Store_ID,Product_ID,Category,Region,Weather_Condition,Seasonality,Holiday_Promotion,Discount,Inventory_Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Net_Price,Competitor_Pricing,Revenue,Inventory_Value,Avg_Daily_Demand,Days_of_Cover,Reorder_Point,Below_Reorder_Point,Excess_Units,Excess_Value,Sold_Out,Stockout_Risk,Unserved_Units,Forecast_Error,Abs_Forecast_Error,Order_Requirement,Order_Gap,Stock_Status,Recommended_Action
2023-04-09,S001-P0014,S001,P0014,Clothing,North,Rainy,Spring,0,10,249,247,167,243.52,17.16,15.44,13.69,3814.67,4272.84,126.46,1.97,189.7,0,0.0,0.0,0,0,0.0,-3.48,3.48,130.39,36.61,Healthy,MAINTAIN
2023-04-10,S001-P0014,S001,P0014,Groceries,West,Cloudy,Spring,0,5,71,21,165,25.42,57.03,54.18,56.67,1137.75,4049.13,122.14,0.58,183.21,1,0.0,0.0,0,0,0.0,4.42,4.42,295.43,-130.43,Critical,REPLENISH NOW
2023-04-11,S001-P0014,S001,P0014,Furniture,North,Cloudy,Winter,1,10,473,418,177,416.5,30.78,27.7,29.05,11579.44,14558.94,133.82,3.53,200.73,0,71.54,2201.87,0,0,0.0,-1.5,1.5,0.0,177.0,Excess,REDUCE STOCK
2023-04-12,S001-P0014,S001,P0014,Groceries,South,Sunny,Spring,1,10,225,29,142,23.6,15.18,13.66,17.92,396.2,3415.5,131.68,1.71,197.52,0,0.0,0.0,0,0,0.0,-5.4,5.4,170.04,-28.04,Healthy,MAINTAIN
2023-04-13,S001-P0014,S001,P0014,Furniture,North,Rainy,Spring,0,15,284,35,177,41.43,92.8,78.88,95.61,2760.8,26355.2,131.14,2.17,196.71,0,0.0,0.0,0,0,0.0,6.43,6.43,109.43,67.57,Healthy,MAINTAIN
2023-04-14,S001-P0014,S001,P0014,Groceries,West,Cloudy,Winter,1,20,488,24,196,32.87,29.26,23.41,33.37,561.79,14278.88,130.96,3.73,196.45,0,95.11,2782.83,0,0,0.0,8.87,8.87,0.0,196.0,Excess,REDUCE STOCK
2023-04-15,S001-P0014,S001,P0014,Clothing,West,Sunny,Autumn,0,5,169,112,29,102.84,80.48,76.46,79.6,8563.07,13601.12,134.68,1.25,202.02,1,0.0,0.0,0,0,0.0,-9.16,9.16,235.04,-206.04,Below Reorder,REPLENISH
2023-04-16,S001-P0014,S001,P0014,Electronics,East,Snowy,Summer,0,0,430,350,156,351.8,22.15,22.15,25.32,7752.5,9524.5,134.68,3.19,202.02,0,25.96,575.11,0,0,0.0,1.8,1.8,0.0,156.0,Excess,REDUCE STOCK
2023-04-17,S001-P0014,S001,P0014,Clothing,North,Snowy,Autumn,1,10,246,19,46,26.1,20.04,18.04,16.49,342.68,4929.84,133.75,1.84,200.62,0,0.0,0.0,0,0,0.0,7.1,7.1,155.25,-109.25,Healthy,MAINTAIN
2023-04-18,S001-P0014,S001,P0014,Electronics,North,Snowy,Spring,0,20,104,57,185,52.98,82.12,65.7,81.84,3744.67,8540.48,126.25,0.82,189.38,1,0.0,0.0,0,0,0.0,-4.02,4.02,274.75,-89.75,Critical,REPLENISH NOW
2023-04-19,S001-P0014,S001,P0014,Electronics,West,Snowy,Spring,0,5,490,480,65,485.44,42.86,40.72,38.47,19544.16,21001.4,137.57,3.56,206.36,0,77.29,3312.47,0,0,0.0,5.44,5.44,0.0,65.0,Excess,REDUCE STOCK
2023-04-20,S001-P0014,S001,P0014,Toys,North,Cloudy,Autumn,1,10,280,269,194,280.13,67.41,60.67,63.27,16319.96,18874.8,146.68,1.91,220.02,0,0.0,0.0,0,1,0.13,11.13,11.13,160.04,33.96,Healthy,MAINTAIN
2023-04-21,S001-P0014,S001,P0014,Groceries,South,Snowy,Autumn,1,5,441,120,22,128.09,81.45,77.38,83.62,9285.3,35919.45,149.93,2.94,224.89,0,0.0,0.0,0,0,0.0,8.09,8.09,8.79,13.21,Healthy,MAINTAIN
2023-04-22,S001-P0014,S001,P0014,Furniture,East,Cloudy,Summer,0,0,128,84,152,76.13,67.42,67.42,69.37,5663.28,8629.76,149.93,0.85,224.89,1,0.0,0.0,0,0,0.0,-7.87,7.87,321.79,-169.79,Critical,REPLENISH NOW
2023-04-23,S001-P0014,S001,P0014,Toys,South,Cloudy,Winter,0,10,131,91,127,95.24,12.58,11.32,12.34,1030.3,1647.98,150.96,0.87,226.45,1,0.0,0.0,0,0,0.0,4.24,4.24,321.89,-194.89,Critical,REPLENISH NOW
2023-04-24,S001-P0014,S001,P0014,Groceries,South,Sunny,Spring,0,10,193,122,73,135.79,95.72,86.15,99.72,10510.06,18473.96,145.07,1.33,217.61,1,0.0,0.0,0,0,0.0,13.79,13.79,242.21,-169.21,Below Reorder,REPLENISH
2023-04-25,S001-P0014,S001,P0014,Clothing,East,Sunny,Spring,0,0,317,315,55,317.09,14.22,14.22,16.5,4479.3,4507.74,144.14,2.2,216.21,0,0.0,0.0,0,1,0.09,2.09,2.09,115.43,-60.43,Healthy,MAINTAIN
2023-04-26,S001-P0014,S001,P0014,Electronics,North,Snowy,Winter,0,15,198,157,132,154.13,61.58,52.34,59.19,8217.85,12192.84,149.75,1.32,224.62,1,0.0,0.0,0,0,0.0,-2.87,2.87,251.25,-119.25,Below Reorder,REPLENISH
2023-04-27,S001-P0014,S001,P0014,Groceries,West,Snowy,Spring,0,0,124,106,123,114.89,47.45,47.45,52.11,5029.7,5883.8,148.75,0.83,223.12,1,0.0,0.0,0,0,0.0,8.89,8.89,322.25,-199.25,Critical,REPLENISH NOW
2023-04-28,S001-P0014,S001,P0014,Toys,West,Snowy,Summer,1,10,494,333,53,334.34,76.98,69.28,79.61,23070.91,38028.12,154.96,3.19,232.45,0,29.11,2240.67,0,0,0.0,1.34,1.34,0.0,53.0,Excess,REDUCE STOCK
2023-04-29,S001-P0014,S001,P0014,Clothing,West,Snowy,Spring,0,15,405,88,148,107.89,90.55,76.97,87.55,6773.14,36672.75,157.18,2.58,235.77,0,0.0,0.0,0,0,0.0,19.89,19.89,66.54,81.46,Healthy,MAINTAIN
2023-04-30,S001-P0014,S001,P0014,Groceries,West,Cloudy,Summer,1,0,275,147,194,152.03,56.0,56.0,51.48,8232.0,15400.0,160.71,1.71,241.07,0,0.0,0.0,0,0,0.0,5.03,5.03,207.14,-13.14,Healthy,MAINTAIN
2023-05-01,S001-P0014,S001,P0014,Electronics,East,Cloudy,Summer,0,0,170,44,167,50.32,30.06,30.06,26.02,1322.64,5110.2,156.29,1.09,234.43,1,0.0,0.0,0,0,0.0,6.32,6.32,298.86,-131.86,Below Reorder,REPLENISH
2023-05-02,S001-P0014,S001,P0014,Clothing,South,Rainy,Spring,1,0,101,22,115,28.11,16.41,16.41,11.94,361.02,1657.41,140.68,0.72,211.02,1,0.0,0.0,0,0,0.0,6.11,6.11,321.04,-206.04,Critical,REPLENISH NOW
2023-05-03,S001-P0014,S001,P0014,Toys,East,Sunny,Winter,0,15,456,456,104,468.14,42.3,35.96,43.56,16395.48,19288.8,156.82,2.91,235.23,0,0.0,0.0,1,1,12.14,12.14,12.14,14.46,89.54,Healthy,MAINTAIN
2023-05-04,S001-P0014,S001,P0014,Furniture,South,Sunny,Winter,0,20,262,161,81,152.21,73.4,58.72,77.85,9453.92,19230.8,162.21,1.62,243.32,0,0.0,0.0,0,0,0.0,-8.79,8.79,224.64,-143.64,Healthy,MAINTAIN
2023-05-05,S001-P0014,S001,P0014,Groceries,South,Cloudy,Spring,0,15,136,106,34,99.67,83.03,70.58,80.68,7481.0,11292.08,158.75,0.86,238.12,1,0.0,0.0,0,0,0.0,-6.33,6.33,340.25,-306.25,Critical,REPLENISH NOW
2023-05-06,S001-P0014,S001,P0014,Toys,North,Cloudy,Winter,1,20,372,68,150,70.53,72.69,58.15,76.19,3954.34,27040.68,160.04,2.32,240.05,0,0.0,0.0,0,0,0.0,2.53,2.53,108.11,41.89,Healthy,MAINTAIN
2023-05-07,S001-P0014,S001,P0014,Clothing,North,Sunny,Winter,1,0,152,104,42,120.63,75.54,75.54,74.82,7856.16,11482.08,154.93,0.98,232.39,1,0.0,0.0,0,0,0.0,16.63,16.63,312.79,-270.79,Critical,REPLENISH NOW
2023-05-08,S001-P0014,S001,P0014,Furniture,South,Snowy,Spring,1,20,98,26,107,28.57,17.41,13.93,13.87,362.13,1706.18,155.11,0.63,232.66,1,0.0,0.0,0,0,0.0,2.57,2.57,367.32,-260.32,Critical,REPLENISH NOW
2023-05-09,S001-P0014,S001,P0014,Electronics,West,Cloudy,Winter,0,10,269,2,177,-5.94,31.17,28.05,28.55,56.11,8384.73,140.25,1.92,210.38,0,0.0,0.0,0,0,0.0,-7.94,7.94,151.75,25.25,Healthy,MAINTAIN
2023-05-10,S001-P0014,S001,P0014,Electronics,West,Rainy,Spring,0,20,238,222,198,213.09,70.43,56.34,75.07,12508.37,16762.34,147.14,1.62,220.71,0,0.0,0.0,0,0,0.0,-8.91,8.91,203.43,-5.43,Healthy,MAINTAIN
2023-05-11,S001-P0014,S001,P0014,Furniture,South,Cloudy,Spring,1,0,55,29,147,45.18,84.73,84.73,86.02,2457.17,4660.15,146.93,0.37,220.39,1,0.0,0.0,0,0,0.0,16.18,16.18,385.79,-238.79,Critical,REPLENISH NOW
2023-05-12,S001-P0014,S001,P0014,Clothing,West,Sunny,Autumn,0,10,94,81,68,82.62,39.55,35.6,38.3,2883.2,3717.7,148.96,0.63,223.45,1,0.0,0.0,0,0,0.0,1.62,1.62,352.89,-284.89,Critical,REPLENISH NOW
2023-05-13,S001-P0014,S001,P0014,Electronics,East,Cloudy,Winter,1,0,283,87,97,77.86,50.65,50.65,54.76,4406.55,14333.95,148.07,1.91,222.11,0,0.0,0.0,0,0,0.0,-9.14,9.14,161.21,-64.21,Healthy,MAINTAIN
2023-05-14,S001-P0014,S001,P0014,Toys,South,Cloudy,Summer,1,20,58,21,182,36.43,15.44,12.35,16.57,259.39,895.52,136.32,0.43,204.48,1,0.0,0.0,0,0,0.0,15.43,15.43,350.96,-168.96,Critical,REPLENISH NOW
2023-05-15,S001-P0014,S001,P0014,Electronics,West,Sunny,Summer,1,0,258,203,125,201.46,88.49,88.49,88.78,17963.47,22830.42,142.89,1.81,214.34,0,0.0,0.0,0,0,0.0,-1.54,1.54,170.68,-45.68,Healthy,MAINTAIN
2023-05-16,S001-P0014,S001,P0014,Groceries,West,Snowy,Winter,1,15,151,69,119,78.62,20.88,17.75,19.7,1224.61,3152.88,143.32,1.05,214.98,1,0.0,0.0,0,0,0.0,9.62,9.62,278.96,-159.96,Below Reorder,REPLENISH
2023-05-17,S001-P0014,S001,P0014,Clothing,East,Rainy,Spring,0,15,414,334,167,353.43,66.96,56.92,67.34,19009.94,27721.44,138.11,3.0,207.16,0,0.0,0.0,0,0,0.0,19.43,19.43,0.32,166.68,Healthy,MAINTAIN
2023-05-18,S001-P0014,S001,P0014,Groceries,West,Snowy,Summer,0,0,368,227,141,232.87,41.92,41.92,41.79,9515.84,15426.56,136.61,2.69,204.91,0,0.0,0.0,0,0,0.0,5.87,5.87,41.82,99.18,Healthy,MAINTAIN
2023-05-19,S001-P0014,S001,P0014,Clothing,East,Cloudy,Spring,0,5,296,156,81,151.47,35.3,33.53,38.81,5231.46,10448.8,137.89,2.15,206.84,0,0.0,0.0,0,0,0.0,-4.53,4.53,117.68,-36.68,Healthy,MAINTAIN
2023-05-20,S001-P0014,S001,P0014,Toys,East,Snowy,Autumn,0,5,84,18,159,34.74,57.23,54.37,60.09,978.63,4807.32,135.54,0.62,203.3,1,0.0,0.0,0,0,0.0,16.74,16.74,322.61,-163.61,Critical,REPLENISH NOW
2023-05-21,S001-P0014,S001,P0014,Toys,West,Rainy,Summer,0,15,295,46,56,54.04,74.29,63.15,79.11,2904.74,21915.55,133.93,2.2,200.89,0,0.0,0.0,0,0,0.0,8.04,8.04,106.79,-50.79,Healthy,MAINTAIN
2023-05-22,S001-P0014,S001,P0014,Groceries,North,Rainy,Winter,1,0,154,62,165,60.0,12.69,12.69,15.44,786.78,1954.26,131.79,1.17,197.68,1,0.0,0.0,0,0,0.0,-2.0,2.0,241.36,-76.36,Below Reorder,REPLENISH
2023-05-23,S001-P0014,S001,P0014,Groceries,North,Sunny,Spring,1,0,103,74,130,79.41,54.67,54.67,57.03,4045.58,5631.01,123.18,0.84,184.77,1,0.0,0.0,0,0,0.0,5.41,5.41,266.54,-136.54,Critical,REPLENISH NOW
2023-05-24,S001-P0014,S001,P0014,Clothing,South,Snowy,Spring,0,0,289,109,153,113.1,40.18,40.18,41.94,4379.62,11612.02,121.46,2.38,182.2,0,0.0,0.0,0,0,0.0,4.1,4.1,75.39,77.61,Healthy,MAINTAIN
2023-05-25,S001-P0014,S001,P0014,Toys,South,Snowy,Summer,0,15,357,64,46,78.16,13.52,11.49,17.69,735.49,4826.64,119.96,2.98,179.95,0,0.0,0.0,0,0,0.0,14.16,14.16,2.89,43.11,Healthy,MAINTAIN
2023-05-26,S001-P0014,S001,P0014,Electronics,North,Snowy,Autumn,1,20,495,341,92,359.78,90.15,72.12,91.52,24592.92,44624.25,120.25,4.12,180.38,0,134.25,12102.64,0,0,0.0,18.78,18.78,0.0,92.0,Excess,REDUCE STOCK
2023-05-27,S001-P0014,S001,P0014,Toys,South,Snowy,Summer,0,5,337,31,60,38.71,79.57,75.59,80.24,2343.34,26815.09,118.21,2.85,177.32,0,0.0,0.0,0,0,0.0,7.71,7.71,17.64,42.36,Healthy,MAINTAIN
2023-05-28,S001-P0014,S001,P0014,Clothing,South,Rainy,Autumn,0,0,227,88,72,90.97,73.49,73.49,69.15,6467.12,16682.23,116.11,1.96,174.16,0,0.0,0.0,0,0,0.0,2.97,2.97,121.32,-49.32,Healthy,MAINTAIN
2023-05-29,S001-P0014,S001,P0014,Clothing,North,Cloudy,Autumn,0,10,470,465,80,455.07,25.58,23.02,28.9,10705.23,12022.6,131.14,3.58,196.71,0,76.57,1958.7,0,0,0.0,-9.93,9.93,0.0,80.0,Excess,REDUCE STOCK
2023-05-30,S001-P0014,S001,P0014,Groceries,South,Sunny,Winter,0,20,107,15,46,5.76,20.39,16.31,21.24,244.68,2181.73,130.89,0.82,196.34,1,0.0,0.0,0,0,0.0,-9.24,9.24,285.68,-239.68,Critical,REPLENISH NOW
2023-05-31,S001-P0014,S001,P0014,Groceries,East,Snowy,Autumn,0,5,218,158,145,166.28,88.9,84.46,92.77,13343.89,19380.2,120.25,1.81,180.38,0,0.0,0.0,0,0,0.0,8.28,8.28,142.75,2.25,Healthy,MAINTAIN
2023-06-01,S001-P0014,S001,P0014,Toys,South,Snowy,Autumn,1,10,144,82,109,90.54,84.1,75.69,82.43,6206.58,12110.4,117.43,1.23,176.14,1,0.0,0.0,0,0,0.0,8.54,8.54,208.29,-99.29,Below Reorder,REPLENISH
2023-06-02,S001-P0014,S001,P0014,Toys,West,Cloudy,Winter,1,15,120,105,22,124.0,82.18,69.85,80.94,7334.56,9861.6,117.39,1.02,176.09,1,0.0,0.0,0,1,4.0,19.0,19.0,232.18,-210.18,Below Reorder,REPLENISH
2023-06-03,S001-P0014,S001,P0014,Electronics,West,Cloudy,Autumn,0,5,307,21,135,31.72,14.54,13.81,17.95,290.07,4463.78,115.71,2.65,173.57,0,0.0,0.0,0,0,0.0,10.72,10.72,40.14,94.86,Healthy,MAINTAIN
2023-06-04,S001-P0014,S001,P0014,Groceries,South,Sunny,Spring,1,15,150,90,119,81.38,13.17,11.19,9.01,1007.5,1975.5,115.21,1.3,172.82,1,0.0,0.0,0,0,0.0,-8.62,8.62,195.64,-76.64,Below Reorder,REPLENISH
2023-06-05,S001-P0014,S001,P0014,Groceries,West,Sunny,Spring,1,5,235,177,80,167.91,72.74,69.1,77.64,12231.23,17093.9,120.61,1.95,180.91,0,0.0,0.0,0,0,0.0,-9.09,9.09,126.82,-46.82,Healthy,MAINTAIN
2023-06-06,S001-P0014,S001,P0014,Furniture,North,Cloudy,Autumn,1,5,181,144,154,140.33,42.1,39.99,46.97,5759.28,7620.1,125.68,1.44,188.52,1,0.0,0.0,0,0,0.0,-3.67,3.67,196.04,-42.04,Below Reorder,REPLENISH
2023-06-07,S001-P0014,S001,P0014,Toys,North,Cloudy,Autumn,1,5,173,98,192,107.15,12.31,11.69,13.64,1146.06,2129.63,121.25,1.43,181.88,1,0.0,0.0,0,0,0.0,9.15,9.15,190.75,1.25,Below Reorder,REPLENISH
2023-06-08,S001-P0014,S001,P0014,Clothing,North,Rainy,Spring,1,0,165,11,120,20.32,40.85,40.85,37.62,449.35,6740.25,120.61,1.37,180.91,1,0.0,0.0,0,0,0.0,9.32,9.32,196.82,-76.82,Below Reorder,REPLENISH
2023-06-09,S001-P0014,S001,P0014,Groceries,East,Snowy,Summer,0,5,60,36,180,33.09,40.14,38.13,38.04,1372.79,2408.4,119.0,0.5,178.5,1,0.0,0.0,0,0,0.0,-2.91,2.91,297.0,-117.0,Critical,REPLENISH NOW
2023-06-10,S001-P0014,S001,P0014,Groceries,South,Snowy,Autumn,1,20,84,64,134,82.3,53.49,42.79,50.9,2738.69,4493.16,118.18,0.71,177.27,1,0.0,0.0,0,0,0.0,18.3,18.3,270.54,-136.54,Critical,REPLENISH NOW
2023-06-11,S001-P0014,S001,P0014,Electronics,North,Cloudy,Spring,1,10,431,20,53,38.79,61.75,55.58,64.12,1111.5,26614.25,118.14,3.65,177.21,0,76.57,4728.29,0,0,0.0,18.79,18.79,0.0,53.0,Excess,REDUCE STOCK
2023-06-12,S001-P0014,S001,P0014,Groceries,North,Cloudy,Winter,0,0,107,104,157,99.81,71.57,71.57,70.09,7443.28,7657.99,114.61,0.93,171.91,1,0.0,0.0,0,0,0.0,-4.19,4.19,236.82,-79.82,Critical,REPLENISH NOW
2023-06-13,S001-P0014,S001,P0014,Clothing,North,Cloudy,Winter,0,15,53,6,109,18.48,48.86,41.53,45.39,249.19,2589.58,112.36,0.47,168.54,1,0.0,0.0,0,0,0.0,12.48,12.48,284.07,-175.07,Critical,REPLENISH NOW
2023-06-14,S001-P0014,S001,P0014,Toys,North,Snowy,Summer,0,20,434,417,180,411.15,24.31,19.45,24.54,8109.82,10550.54,115.32,3.76,172.98,0,88.04,2140.15,0,0,0.0,-5.85,5.85,0.0,180.0,Excess,REDUCE STOCK
2023-06-15,S001-P0014,S001,P0014,Electronics,South,Cloudy,Autumn,1,5,396,112,180,129.67,76.61,72.78,80.43,8151.3,30337.56,111.21,3.56,166.82,0,62.36,4777.18,0,0,0.0,17.67,17.67,0.0,180.0,Excess,REDUCE STOCK
2023-06-16,S001-P0014,S001,P0014,Clothing,West,Snowy,Summer,1,10,441,32,68,48.65,85.92,77.33,89.89,2474.5,37890.72,106.79,4.13,160.18,0,120.64,10365.63,0,0,0.0,16.65,16.65,0.0,68.0,Excess,REDUCE STOCK
2023-06-17,S001-P0014,S001,P0014,Clothing,North,Snowy,Winter,1,20,87,62,90,60.05,82.88,66.3,82.68,4110.85,7210.56,108.36,0.8,162.54,1,0.0,0.0,0,0,0.0,-1.95,1.95,238.07,-148.07,Critical,REPLENISH NOW
2023-06-18,S001-P0014,S001,P0014,Furniture,North,Rainy,Spring,1,10,419,75,113,90.75,62.48,56.23,62.13,4217.4,26179.12,109.39,3.83,164.09,0,90.82,5674.52,0,0,0.0,15.75,15.75,0.0,113.0,Excess,REDUCE STOCK
2023-06-19,S001-P0014,S001,P0014,Toys,North,Sunny,Winter,0,20,171,33,41,35.41,58.3,46.64,56.15,1539.12,9969.3,108.36,1.58,162.54,0,0.0,0.0,0,0,0.0,2.41,2.41,154.07,-113.07,Healthy,MAINTAIN
2023-06-20,S001-P0014,S001,P0014,Groceries,North,Rainy,Autumn,1,15,337,211,82,229.23,18.25,15.51,17.86,3273.14,6150.25,113.25,2.98,169.88,0,0.0,0.0,0,0,0.0,18.23,18.23,2.75,79.25,Healthy,MAINTAIN
2023-06-21,S001-P0014,S001,P0014,Furniture,North,Cloudy,Summer,0,5,151,5,141,-4.1,76.86,73.02,72.03,365.08,11605.86,109.54,1.38,164.3,1,0.0,0.0,0,0,0.0,-9.1,9.1,177.61,-36.61,Below Reorder,REPLENISH
2023-06-22,S001-P0014,S001,P0014,Toys,West,Snowy,Summer,1,10,73,20,165,17.48,59.64,53.68,60.53,1073.52,4353.72,107.96,0.68,161.95,1,0.0,0.0,0,0,0.0,-2.52,2.52,250.89,-85.89,Critical,REPLENISH NOW
2023-06-23,S001-P0014,S001,P0014,Clothing,North,Sunny,Spring,1,20,464,379,174,378.01,91.22,72.98,91.29,27657.9,42326.08,109.32,4.24,163.98,0,136.04,12409.18,0,0,0.0,-0.99,0.99,0.0,174.0,Excess,REDUCE STOCK
2023-06-24,S001-P0014,S001,P0014,Clothing,East,Rainy,Winter,1,5,258,101,162,105.98,87.62,83.24,88.35,8407.14,22605.96,111.82,2.31,167.73,0,0.0,0.0,0,0,0.0,4.98,4.98,77.46,84.54,Healthy,MAINTAIN
2023-06-25,S001-P0014,S001,P0014,Clothing,East,Snowy,Autumn,0,20,361,26,70,30.98,78.27,62.62,76.39,1628.02,28255.47,109.61,3.29,164.41,0,32.18,2518.62,0,0,0.0,4.98,4.98,0.0,70.0,Excess,REDUCE STOCK
2023-06-26,S001-P0014,S001,P0014,Clothing,East,Cloudy,Spring,1,0,296,97,59,115.06,52.96,52.96,56.1,5137.12,15676.16,96.46,3.07,144.7,0,6.61,349.91,0,0,0.0,18.06,18.06,0.0,59.0,Excess,REDUCE STOCK
2023-06-27,S001-P0014,S001,P0014,Furniture,West,Sunny,Spring,1,10,293,33,92,43.3,77.91,70.12,75.7,2313.93,22827.63,97.11,3.02,145.66,0,1.68,130.78,0,0,0.0,10.3,10.3,0.0,92.0,Excess,REDUCE STOCK
2023-06-28,S001-P0014,S001,P0014,Clothing,West,Rainy,Spring,0,15,187,138,36,157.62,17.2,14.62,15.44,2017.56,3216.4,96.39,1.94,144.59,0,0.0,0.0,0,0,0.0,19.62,19.62,102.18,-66.18,Healthy,MAINTAIN
2023-06-29,S001-P0014,S001,P0014,Toys,North,Cloudy,Autumn,0,15,134,116,90,112.98,84.86,72.13,85.05,8367.2,11371.24,97.61,1.37,146.41,1,0.0,0.0,0,0,0.0,-3.02,3.02,158.82,-68.82,Below Reorder,REPLENISH
2023-06-30,S001-P0014,S001,P0014,Clothing,South,Snowy,Spring,0,5,484,1,57,3.38,48.97,46.52,45.85,46.52,23701.48,93.89,5.15,140.84,0,202.32,9907.68,0,0,0.0,2.38,2.38,0.0,57.0,Excess,REDUCE STOCK
2023-07-01,S001-P0014,S001,P0014,Electronics,North,Snowy,Spring,0,20,357,0,151,9.9,48.61,38.89,51.29,0.0,17353.77,93.14,3.83,139.71,0,77.57,3770.75,0,0,0.0,9.9,9.9,0.0,151.0,Excess,REDUCE STOCK
2023-07-02,S001-P0014,S001,P0014,Toys,North,Snowy,Winter,0,20,268,101,33,96.27,82.81,66.25,84.31,6691.05,22193.08,93.54,2.87,140.3,0,0.0,0.0,0,0,0.0,-4.73,4.73,12.61,20.39,Healthy,MAINTAIN
2023-07-03,S001-P0014,S001,P0014,Clothing,North,Sunny,Spring,0,20,481,227,95,242.24,37.71,30.17,34.55,6848.14,18138.51,95.32,5.05,142.98,0,195.04,7354.8,0,0,0.0,15.24,15.24,0.0,95.0,Excess,REDUCE STOCK
2023-07-04,S001-P0014,S001,P0014,Groceries,West,Cloudy,Spring,1,20,238,126,169,119.42,53.3,42.64,52.87,5372.64,12685.4,94.68,2.51,142.02,0,0.0,0.0,0,0,0.0,-6.58,6.58,46.04,122.96,Healthy,MAINTAIN
2023-07-05,S001-P0014,S001,P0014,Toys,West,Sunny,Winter,0,0,473,436,174,454.77,80.62,80.62,76.09,35150.32,38133.26,106.75,4.43,160.12,0,152.75,12314.7,0,0,0.0,18.77,18.77,0.0,174.0,Excess,REDUCE STOCK
2023-07-06,S001-P0014,S001,P0014,Toys,West,Sunny,Winter,1,20,120,40,101,31.21,34.79,27.83,37.74,1113.28,4174.8,107.79,1.11,161.68,1,0.0,0.0,0,0,0.0,-8.79,8.79,203.36,-102.36,Below Reorder,REPLENISH
2023-07-07,S001-P0014,S001,P0014,Toys,West,Sunny,Summer,1,0,305,60,36,69.48,98.29,98.29,94.44,5897.4,29978.45,108.64,2.81,162.96,0,0.0,0.0,0,0,0.0,9.48,9.48,20.93,15.07,Healthy,MAINTAIN
2023-07-08,S001-P0014,S001,P0014,Furniture,West,Rainy,Winter,0,5,179,113,49,114.16,14.31,13.59,15.28,1536.18,2561.49,110.39,1.62,165.59,0,0.0,0.0,0,0,0.0,1.16,1.16,152.18,-103.18,Healthy,MAINTAIN
2023-07-09,S001-P0014,S001,P0014,Groceries,North,Snowy,Spring,0,10,331,255,96,271.64,95.02,85.52,97.01,21807.09,31451.62,118.79,2.79,178.18,0,0.0,0.0,0,0,0.0,16.64,16.64,25.36,70.64,Healthy,MAINTAIN
2023-07-10,S001-P0014,S001,P0014,Electronics,North,Rainy,Autumn,1,10,424,24,96,34.07,18.41,16.57,20.54,397.66,7805.84,115.93,3.66,173.89,0,76.21,1403.11,0,0,0.0,10.07,10.07,0.0,96.0,Excess,REDUCE STOCK
2023-07-11,S001-P0014,S001,P0014,Clothing,South,Rainy,Winter,1,5,442,138,107,140.61,30.1,28.6,31.63,3946.11,13304.2,120.64,3.66,180.96,0,80.07,2410.15,0,0,0.0,2.61,2.61,0.0,107.0,Excess,REDUCE STOCK
2023-07-12,S001-P0014,S001,P0014,Toys,South,Snowy,Autumn,0,5,398,362,140,354.08,66.13,62.82,70.2,22742.11,26319.74,118.68,3.35,178.02,0,41.96,2775.1,0,0,0.0,-7.92,7.92,0.0,140.0,Excess,REDUCE STOCK
2023-07-13,S001-P0014,S001,P0014,Furniture,East,Sunny,Summer,1,5,162,129,114,124.21,41.94,39.84,43.53,5139.75,6794.28,119.29,1.36,178.93,1,0.0,0.0,0,0,0.0,-4.79,4.79,195.86,-81.86,Below Reorder,REPLENISH
2023-07-14,S001-P0014,S001,P0014,Furniture,North,Sunny,Spring,0,0,442,402,21,393.4,81.3,81.3,76.67,32682.6,35934.6,132.5,3.34,198.75,0,44.5,3617.85,0,0,0.0,-8.6,8.6,0.0,21.0,Excess,REDUCE STOCK
2023-07-15,S001-P0014,S001,P0014,Electronics,West,Sunny,Winter,0,15,179,77,140,71.88,46.07,39.16,50.68,3015.28,8246.53,133.04,1.35,199.55,1,0.0,0.0,0,0,0.0,-5.12,5.12,220.11,-80.11,Below Reorder,REPLENISH
2023-07-16,S001-P0014,S001,P0014,Groceries,West,Snowy,Winter,0,0,470,185,172,197.5,84.05,84.05,82.25,15549.25,39503.5,136.96,3.43,205.45,0,59.11,4967.96,0,0,0.0,12.5,12.5,0.0,172.0,Excess,REDUCE STOCK
2023-07-17,S001-P0014,S001,P0014,Electronics,East,Rainy,Spring,0,15,89,39,43,46.39,73.36,62.36,69.67,2431.88,6529.04,137.18,0.65,205.77,1,0.0,0.0,0,0,0.0,7.39,7.39,322.54,-279.54,Critical,REPLENISH NOW
2023-07-18,S001-P0014,S001,P0014,Toys,East,Rainy,Summer,1,5,172,146,145,141.23,70.28,66.77,73.99,9747.84,12088.16,134.86,1.28,202.29,1,0.0,0.0,0,0,0.0,-4.77,4.77,232.57,-87.57,Below Reorder,REPLENISH
2023-07-19,S001-P0014,S001,P0014,Clothing,West,Rainy,Autumn,0,5,292,85,103,93.06,76.94,73.09,78.64,6212.9,22466.48,137.71,2.12,206.57,0,0.0,0.0,0,0,0.0,8.06,8.06,121.14,-18.14,Healthy,MAINTAIN
